echt	super	lief	bulgarien	hiess	nochmal	andere	garien	ungarien	 | neutral: 0	 | positiv: 2	 | negativ: 0
miss	bodyguard	deutscher	trailer	zur	komdie	reese	witherspoon	sofia	vergara	missbodyguard	hotpursuit	 | neutral: 0	 | positiv: 0	 | negativ: 0
herzlichen	dankmichaela	viele	liebe	gruesse	dich	bulgarien	wunderschoenen	samstag	 | neutral: 0	 | positiv: 0	 | negativ: 0
sofia	daddy	 | neutral: 0	 | positiv: 0	 | negativ: 0
retweet	wre	toll	 | neutral: 0	 | positiv: 1	 | negativ: 0
najah	sofia	 | neutral: 0	 | positiv: 0	 | negativ: 0
affaere	gesucht	schwedt	spass	 | neutral: 0	 | positiv: 0	 | negativ: 0
grx	melroj	 | neutral: 0	 | positiv: 0	 | negativ: 0
reise	bulgarien	 | neutral: 0	 | positiv: 0	 | negativ: 0
sofia	karlberg	talented	 | neutral: 0	 | positiv: 0	 | negativ: 0
anschlag	partei	tuerken	bulgarien	 | neutral: 0	 | positiv: 0	 | negativ: 0
zurich	bof	 | neutral: 0	 | positiv: 0	 | negativ: 0
apartment	sinemoretz	sinemoretz	betabookings	sinemoretz	hostel	 | neutral: 0	 | positiv: 0	 | negativ: 0
sofia	kalberg	lt	 | neutral: 0	 | positiv: 0	 | negativ: 0
ruede	aris	wurde	zusammen	seinen	geschwistern	aufgefunden	sucht	behuetetet	zuhause	vielleicht	 | neutral: 1	 | positiv: 0	 | negativ: 0
huendin	greysi	jung	schon	viel	erlebt	wer	moechte	suessen	schoenes	zuhause	geben	 | neutral: 1	 | positiv: 2	 | negativ: 1
huendin	sheila	sehr	schreckhaft	sucht	jemanden	zeigt	angstloses	leben	haben	 | neutral: 0	 | positiv: 1	 | negativ: 1
wow	gratuliere	gewinner	bulgarien	reise	chance	gewinnen	wuensch	euch	viel	glueck	partymitjulian	 | neutral: 0	 | positiv: 2	 | negativ: 0
muenchen	pass	vergessen	bundespolizei	rettet	notreiseausweis	flug	sofia	skiweltcup	 | neutral: 0	 | positiv: 0	 | negativ: 0
herzlichen	glueckwunsch	viel	spa	stehenden	gewinner	reise	bulgarien	 | neutral: 0	 | positiv: 1	 | negativ: 0
haensel	gretel	hilflos	alleine	wurden	beiden	gefunden	warten	schon	lange	zuhausewer	 | neutral: 0	 | positiv: 0	 | negativ: 2
shakira	schon	viel	leid	erlebt	moechte	zuhause	finden	keine	angst	haben	 | neutral: 1	 | positiv: 1	 | negativ: 1
kater	leroy	sucht	jemanden	ihm	zuhause	gibt	alleinige	koenig	wer	moechte	diesen	suessen	 | neutral: 0	 | positiv: 0	 | negativ: 1
sheila	sucht	zuhause	keine	angst	haben	muss	wer	moechte	kleinen	fellnase	zuhause	geben	 | neutral: 1	 | positiv: 0	 | negativ: 1
yotzov	clarinet	sextet	studio	music	club	sofia	 | neutral: 0	 | positiv: 0	 | negativ: 0
partymitjulian	biggestwish	 | neutral: 0	 | positiv: 0	 | negativ: 0
wer	bock	partymitjulian	bulgarien	waers	 | neutral: 0	 | positiv: 0	 | negativ: 1
wuensche	immer	freiheit	leben	ganz	wichtig	leben	essen	trinken	 | neutral: 2	 | positiv: 1	 | negativ: 0
ganz	normales	bild	 | neutral: 1	 | positiv: 0	 | negativ: 0
rassistischer	angriff	moschee	bulgarien	 | neutral: 0	 | positiv: 0	 | negativ: 0
balkan	bulgaren	serben	griechen	gegeneinander	aufwiegeln	 | neutral: 0	 | positiv: 0	 | negativ: 1
wuensche	dir	ganz	ganz	ganz	viel	spa	bulgarien	hast	mega	verdient	gewinnen	 | neutral: 3	 | positiv: 3	 | negativ: 0
steht	gewinner	schon	fest	bulgarienreise	 | neutral: 1	 | positiv: 0	 | negativ: 0
wen	nimmst	bulgarien	 | neutral: 0	 | positiv: 0	 | negativ: 0
lurdes	prummmmmmm	 | neutral: 0	 | positiv: 0	 | negativ: 0
brautmarkt	bulgarien	liebe	geschaeft	 | neutral: 0	 | positiv: 0	 | negativ: 0
mello	laett	 | neutral: 0	 | positiv: 0	 | negativ: 0
ahhhh	bitte	schreib	wegen	bulgarien	 | neutral: 0	 | positiv: 0	 | negativ: 0
fluege	lot	polish	airlines	budapest	prag	sofia	belgrad	eur	angebot	travel	de	 | neutral: 0	 | positiv: 0	 | negativ: 0
diese	frau	bulgarischen	wurde	bulgarien	geborenwenn	interessiert	kontaktieren	email	 | neutral: 0	 | positiv: 1	 | negativ: 0
fluege	lot	polish	airlines	budapest	prag	sofia	belgrad	eur	angebot	ferien	 | neutral: 0	 | positiv: 0	 | negativ: 0
here	sofias	birthday	Ue	 | neutral: 0	 | positiv: 0	 | negativ: 0
dienstaelteste	westliche	moskaukorrespondent	john	helmer	findet	klare	ungereimtheiten	mordstory	nemzow	 | neutral: 0	 | positiv: 0	 | negativ: 0
syrische	zivilbevoelkerung	leider	lustig	 | neutral: 0	 | positiv: 1	 | negativ: 1
echt	unglaublich	zeit	solchen	mist	russland	putin	veroeffentlicht	 | neutral: 0	 | positiv: 2	 | negativ: 1
fordert	keiner	jihadistentrainingslager	dienoch	leben	bunten	toleranten	land	 | neutral: 0	 | positiv: 0	 | negativ: 0
sofia	erste	magisches	amulett	 | neutral: 0	 | positiv: 0	 | negativ: 0
disney	sofia	erste	sprechender	kalle	 | neutral: 0	 | positiv: 0	 | negativ: 0
traum	bulgarien	julian	strnd	hocke	 | neutral: 0	 | positiv: 0	 | negativ: 0
hotels	stadt	bratzigovo	bulgarien	 | neutral: 0	 | positiv: 0	 | negativ: 0
bulgarien	rot	kreuz	ehrenzeichen	modell	zarenreich	bulgarienehrenzeichen	 | neutral: 0	 | positiv: 0	 | negativ: 0
bestprice	deutschland	tolles	langarmshirt	sofia	erste	disney	dunkelblau	gre	 | neutral: 0	 | positiv: 0	 | negativ: 0
lieber	sterben	zurueck	bulgarien	fluechtling	syrien	fuerchtet	abschiebung	 | neutral: 0	 | positiv: 0	 | negativ: 0
bulgarien	will	pipelineprojekt	nabucco	reanimieren	gastransitland	werden	 | neutral: 1	 | positiv: 0	 | negativ: 0
guten	morgen	winter	wieder	keine	sorge	bulgarien	 | neutral: 0	 | positiv: 0	 | negativ: 0
photoset	junoctarts	sexy	sofia	 | neutral: 0	 | positiv: 1	 | negativ: 0
guten	morgen	sofia	wuensche	dir	nen	schnen	samstag	 | neutral: 0	 | positiv: 0	 | negativ: 0
oh	tut	voll	leid	 | neutral: 1	 | positiv: 0	 | negativ: 1
zb	adriana	hoelsky	waende	sofia	gubaidulina	canticle	sun	clara	schumann	rueckert	lieder	 | neutral: 0	 | positiv: 0	 | negativ: 0
viernes	de	netflix	 | neutral: 0	 | positiv: 0	 | negativ: 0
eueue	sofia	zorra	hablame	al	wpp	 | neutral: 0	 | positiv: 0	 | negativ: 0
eaattc	plovdiv	bulgaria	mar	apr	 | neutral: 0	 | positiv: 0	 | negativ: 0
gruende	warum	bulgarien	liebe	soloreisen	nomadia	 | neutral: 0	 | positiv: 0	 | negativ: 0
movie	marathon	 | neutral: 0	 | positiv: 0	 | negativ: 0
bucketlist	lt	 | neutral: 0	 | positiv: 0	 | negativ: 0
sofia	hellqvist	hochzeitsstress	buntede	burnoutsyndrom	 | neutral: 0	 | positiv: 0	 | negativ: 0
news	sofia	hellqvist	hochzeitsstress	buntede	bunte	charity	 | neutral: 0	 | positiv: 0	 | negativ: 0
inhalen	exhalen	inhalen	exhalen	 | neutral: 0	 | positiv: 0	 | negativ: 0
rusev	geschlagen	macht	bulgaren	zerbrach	zorn	fiel	seinen	eigenen	finisher	 | neutral: 0	 | positiv: 0	 | negativ: 0
rusev	geschlagen	macht	bulgaren	zerbrach	zorn	incredibleholgster	fiel	seinen	eigenen	finisher	maxxwwe	 | neutral: 0	 | positiv: 0	 | negativ: 0
verkauf	bulgarien	modernes	haus	garten	paar	meilen	black	sea	 | neutral: 0	 | positiv: 0	 | negativ: 0
verkauf	bulgarien	landhaus	grundstueck	km	black	sea	 | neutral: 0	 | positiv: 0	 | negativ: 0
verkauf	bulgarien	grozuegiges	haus	garten	wenige	kilometer	black	sea	 | neutral: 0	 | positiv: 0	 | negativ: 0
verkauf	bulgarien	landhaus	garten	km	schwarzmeer	 | neutral: 0	 | positiv: 0	 | negativ: 0
verkauf	bulgarien	haus	garten	dorf	km	black	sea	 | neutral: 0	 | positiv: 0	 | negativ: 0
wieso	weil	beiden	bulgarenamis	russen	gimmicks	maxxwwe	 | neutral: 0	 | positiv: 0	 | negativ: 0
te	amo	fotorgrafo	 | neutral: 0	 | positiv: 0	 | negativ: 0
verkauf	bulgarien	landhaus	garten	km	meer	 | neutral: 0	 | positiv: 0	 | negativ: 0
verkauf	bulgarien	grozuegiges	haus	garten	km	schwarzmeer	 | neutral: 0	 | positiv: 0	 | negativ: 0
weiss	warum	toony	aka	machinegunquietscher	ganze	zeit	geschwiegen	 | neutral: 0	 | positiv: 0	 | negativ: 0
ganz	vergessen	lang	lost	translation	sehr	sofia	coppola	mag	 | neutral: 1	 | positiv: 2	 | negativ: 0
nowplaying	sofia	karlberg	 | neutral: 0	 | positiv: 0	 | negativ: 0
sofia	zarari	todlebenauferstehung	 | neutral: 0	 | positiv: 0	 | negativ: 0
huendin	noli	wurde	zusammen	ihren	sieben	geschwistern	gefunden	zwei	haben	schon	liebevolles	zuhause	 | neutral: 0	 | positiv: 0	 | negativ: 0
missy	sucht	zuhause	einfach	ganz	normale	katze	keine	angst	 | neutral: 1	 | positiv: 1	 | negativ: 0
spring	has	sprung	 | neutral: 0	 | positiv: 0	 | negativ: 0
ruede	zach	sucht	jemanden	ihm	tolles	leben	ermoeglicht	moechtest	derjenige	 | neutral: 0	 | positiv: 0	 | negativ: 0
aaah	toll	denn	sehe	schon	viele	bilder	euch	bestellten	gangtour	tickets	 | neutral: 0	 | positiv: 1	 | negativ: 0
sag	generation	rtl	 | neutral: 0	 | positiv: 0	 | negativ: 0
oh	my	fuckin	god	hab	grad	tickets	graz	bestellt	grad	oberhammermegaaffentittengeilgluecklich	 | neutral: 0	 | positiv: 0	 | negativ: 0
dak	zepp	 | neutral: 0	 | positiv: 0	 | negativ: 0
chiediasofia	samsung	iphone	 | neutral: 0	 | positiv: 0	 | negativ: 0
iphone	samsung	 | neutral: 0	 | positiv: 0	 | negativ: 0
nowplaying	cool	kids	de	sofia	karlberg	 | neutral: 0	 | positiv: 1	 | negativ: 0
sofia	ahr	 | neutral: 0	 | positiv: 0	 | negativ: 0
hi	susanne	jab	link	gesehen	trotzdem	bleibt	frage	bulgarien	scheint	unbed	besser	gehen	 | neutral: 2	 | positiv: 1	 | negativ: 1
sofia	richie	brandy	melville	 | neutral: 0	 | positiv: 0	 | negativ: 0
showtime	heute	uhr	tritt	zur	revanche	gegen	bulgarien	hoppschwiiz	laenderspiel	 | neutral: 0	 | positiv: 0	 | negativ: 1
warum	eigentlich	ausgerechnet	griechenland	zb	bulgarien	 | neutral: 1	 | positiv: 0	 | negativ: 0
sofia	schlecht	garnicht	 | neutral: 0	 | positiv: 0	 | negativ: 1
macht	sofia	thomalla	eigentlich	beruflich	gegenjauch	 | neutral: 1	 | positiv: 0	 | negativ: 0
oka	ahr	sofia	 | neutral: 0	 | positiv: 0	 | negativ: 0
soso	la	best	best	 | neutral: 0	 | positiv: 0	 | negativ: 0
huch	micaela	schaefer	gegenjauch	ach	nee	sofia	thomalla	 | neutral: 0	 | positiv: 0	 | negativ: 1
wenn	islam	europa	gehoert	bosnien	bulgarien	keine	europaeischen	laender	 | neutral: 1	 | positiv: 0	 | negativ: 0
habt	bell	sofia	katharina	gunnar	 | neutral: 0	 | positiv: 0	 | negativ: 0
sofia	elle	est	malade	msk	larbena	yi	shafeha	 | neutral: 0	 | positiv: 0	 | negativ: 0
sofia	will	fahlu	pool	locken	wozu	lest	feminaaus	leben	spermaten	sex	 | neutral: 1	 | positiv: 0	 | negativ: 0
amateurtester	besuch	sofia	hab	schn	meinen	schwanz	langen	latexhandschuh	 | neutral: 0	 | positiv: 0	 | negativ: 0
kino	trailer	miss	bodyguard	trailer	deutsch	hd	miss	bodyguard	komoedie	sofia	vergara	re	 | neutral: 0	 | positiv: 0	 | negativ: 0
sagt	un	dazu	ach	warte	waere	antisemitischdiese	verlogenen	dreckigen	aloecher	isis	 | neutral: 1	 | positiv: 0	 | negativ: 1
kritik	review	zur	vOe	sofia	erste	verhexte	fest	volume	 | neutral: 1	 | positiv: 0	 | negativ: 0
urlaub	suite	 | neutral: 0	 | positiv: 0	 | negativ: 0
schreiben	anwalt	bayern	geld	ueberweisen	bulgarien	kanzlei	justorat	schickt	fragwuerdige	 | neutral: 0	 | positiv: 0	 | negativ: 0
sommerurlaub	bulgarien	tage	hotel	inkl	fluegen	transfers	fruehstueck	railampfly	 | neutral: 0	 | positiv: 0	 | negativ: 0
schreiben	anwalt	bayern	geld	ueberweisen	nachbulgarien	 | neutral: 0	 | positiv: 0	 | negativ: 0
sofia	post	 | neutral: 0	 | positiv: 0	 | negativ: 0
diese	suesse	maus	hofft	eigenes	koerbchen	 | neutral: 0	 | positiv: 0	 | negativ: 0
denn	kommen	bulgarisch	banden	klauen	ganzen	schoenen	stahl	nasa	all	werft	 | neutral: 0	 | positiv: 1	 | negativ: 0
habe	video	positiv	bewertet	crazy	beautiful	you	darla	sofia	andres	maja	salvador	 | neutral: 0	 | positiv: 1	 | negativ: 0
westliche	militaerausbilder	provozieren	russland	duma	bulgarien	 | neutral: 0	 | positiv: 0	 | negativ: 1
bulgariensonnenstrand	mai	wochen	top	hotel	hp	transfer	railampfly	gutschein	 | neutral: 0	 | positiv: 1	 | negativ: 0
dieb	gefasst	langer	arm	polizei	naila	reicht	bulgarien	oberfranken	fahndung	 | neutral: 0	 | positiv: 0	 | negativ: 1
gibst	bekannt	wer	verlosung	bulgarien	urlaub	gewonnen	 | neutral: 0	 | positiv: 1	 | negativ: 1
new	gigs	minden	berlin	sofia	gigs	 | neutral: 0	 | positiv: 0	 | negativ: 0
today	grossenhain	germany	mar	karl	preusker	buecherei	 | neutral: 0	 | positiv: 0	 | negativ: 0
windows	mobile	player	 | neutral: 0	 | positiv: 0	 | negativ: 0
drunk	sofia	leslie	knope	 | neutral: 0	 | positiv: 0	 | negativ: 0
energiehandel	rumaenien	bulgarien	vereinbaren	ausbau	infrastruktur	 | neutral: 0	 | positiv: 0	 | negativ: 0
schlaechter	eigenen	volkes	weisse	schrecken	bulgarien	berlin	moprverl	 | neutral: 0	 | positiv: 0	 | negativ: 1
